Time,pressure,h_ref_out,m_ref_in,m_ref_out,h_ref_in,m_cool,T_cool_in,T_ref_in,T_ref_out,T_cool_out,z_tpsh,gamma,eps_tp,eps_sh,fval,ef,,
284,163.186204,343.5461205,0.027196941,0.027196941,223.8226574,0.478388509,-7.273841317,-18.03501284,-18.05184436,-9.412598204,1,0.494192199,0.210357664,-0.553401034,2.28E-07,0,,
286,163.1901645,343.523978,0.027196941,0.027196941,223.8225251,0.478388623,-7.273841317,-18.03439315,-18.05122467,-9.425392925,1,0.49410523,0.210307025,-0.553560536,4.40E-09,2,,
288,163.1894412,343.5215343,0.027196941,0.027196941,223.8224694,0.478388251,-7.273841317,-18.03450633,-18.05133785,-9.434455004,1,0.494279694,0.210295725,-0.552614064,2.40E-07,0,,
290,163.187827,343.533654,0.026524119,0.026524119,223.9076642,0.481389682,-7.142419876,-18.03515665,-18.05119265,-9.441086937,1,0.611025615,0.251464651,-0.0473902,0.006253285,0,,
292,167.9073027,350.7554332,0.024774784,0.024774784,224.412254,0.499955633,-6.800724132,-17.31390032,-17.32739684,-9.262645026,1,0.494925658,0.197506626,0.03149136,3.76E-09,2,,
294,168.5304551,351.7784057,0.024774784,0.024774784,224.4507531,0.499979711,-6.800724132,-17.21968674,-17.23318324,-9.131663123,0.986641861,0.494737969,0.192801655,0.032015148,3.40E-11,2,,
296,168.6053685,351.7927682,0.024774784,0.024774784,224.453728,0.499987847,-6.800724132,-17.20836068,-17.22185718,-9.038595405,0.985854627,0.493989849,0.192422333,0.032220841,1.12E-12,2,,
298,168.6294405,351.7978357,0.024774784,0.024774784,224.4546904,0.499991823,-6.800724132,-17.20472127,-17.21821777,-8.974522865,0.985549252,0.494880141,0.19236314,0.029880707,6.22E-12,2,,
300,168.6432582,351.7706355,0.026119903,0.026119903,224.2842102,0.499994475,-6.664217869,-17.20183663,-17.21692424,-8.927747526,0.985374018,0.582738171,0.162855877,-0.251199096,3.37E-06,2,,
302,164.9747712,347.6466185,0.029034327,0.029034327,223.742004,0.499971132,-6.368454299,-17.75474659,-17.77332203,-8.83790268,1,0.494712997,0.207406524,-0.227951691,4.47E-08,0,,
304,165.2253983,347.9170342,0.029034327,0.029034327,223.7537599,0.499990903,-6.368454299,-17.71685461,-17.73538966,-8.787199978,1,0.494912241,0.206023982,-0.217486701,7.33E-09,2,,
306,165.2821093,348.0703353,0.029034327,0.029034327,223.757429,0.499995337,-6.368454299,-17.70828054,-17.72681559,-8.752824749,1,0.494787335,0.205754071,-0.213571289,2.50E-08,0,,
308,165.2982347,348.1267836,0.029034327,0.029034327,223.7586134,0.499997044,-6.368454299,-17.70584257,-17.72437762,-8.728570714,1,0.494364957,0.205689889,-0.212004893,1.87E-07,0,,
310,165.3035159,348.1492041,0.028693036,0.028693036,223.7982067,0.499997943,-6.380886494,-17.70524979,-17.7233735,-8.712341079,1,0.497639328,0.242361394,0.031530847,1.13E-06,0,,
312,168.6575982,351.8090243,0.025792063,0.025792063,224.3041659,0.500000129,-6.486560148,-17.19989874,-17.21452606,-8.685568819,0.982644728,0.494662862,0.193757011,0.031381355,9.39E-12,2,,
314,168.5995889,351.796118,0.025792063,0.025792063,224.3018959,0.499997204,-6.486560148,-17.20866909,-17.22329641,-8.65754421,0.983275475,0.494467478,0.194198779,0.031344901,4.21E-13,2,,
316,168.5949596,351.7951581,0.025792063,0.025792063,224.3017157,0.49999761,-6.486560148,-17.20936898,-17.22399629,-8.638182066,0.983309295,0.494939479,0.194267181,0.031370127,5.59E-12,2,,
318,168.5974974,351.7957466,0.025792063,0.025792063,224.3018153,0.499998279,-6.486560148,-17.2089853,-17.22361261,-8.624775444,0.983269123,0.494211074,0.194279646,0.031549844,3.43E-13,2,,
320,168.6004437,351.7983261,0.025702367,0.025702367,224.3147267,0.499998839,-6.602055556,-17.20859053,-17.22311649,-8.614988298,0.98322841,0.494787614,0.190770476,0.026541583,3.26E-10,2,,
322,168.1735905,351.6858758,0.025612672,0.025612672,224.3104366,0.500017608,-6.717550964,-17.27317658,-17.28760118,-8.675626314,0.991115392,0.49313771,0.194104442,0.025927469,1.20E-11,2,,
324,168.0211357,351.6582163,0.025612672,0.025612672,224.3045084,0.500006662,-6.717550964,-17.29622601,-17.31065061,-8.717319083,0.992449338,0.474538584,0.195080828,0.025715663,6.80E-10,2,,
326,167.9911189,351.6523261,0.025612672,0.025612672,224.303334,0.500003674,-6.717550964,-17.30076421,-17.31518881,-8.746340257,0.992763946,0.494652167,0.195266692,0.025646927,1.89E-09,2,,
328,167.9836909,351.6507202,0.025612672,0.025612672,224.3030412,0.500002424,-6.717550964,-17.30188724,-17.31631184,-8.766841166,0.992859672,0.492619806,0.195308174,0.025667402,1.38E-11,2,,
330,167.98162,351.6507317,0.02558635,0.02558635,224.3067908,0.496943785,-6.744434432,-17.30221508,-17.3166102,-8.782410193,0.992898734,0.579553443,0.165141996,-0.277184553,7.10E-07,2,,
332,164.9509542,347.3173359,0.025336295,0.025336295,224.1688736,0.435815468,-6.999827376,-17.76055745,-17.77481592,-8.915295197,1,0.523281603,0.209371341,-0.369914426,0.019374755,0,,
334,164.5967609,346.1090555,0.025336295,0.025336295,224.138652,0.435799198,-6.999827376,-17.81542041,-17.83002817,-9.012542118,1,0.496955862,0.213157754,-0.395702188,7.96E-06,0,,
336,164.5024987,345.7471673,0.025336295,0.025336295,224.1300643,0.435793593,-6.999827376,-17.83016924,-17.84477701,-9.082173921,1,0.494420288,0.213594364,-0.404500699,6.49E-06,0,,
338,164.4691261,345.6268241,0.025336295,0.025336295,224.1271352,0.435790641,-6.999827376,-17.83539092,-17.84999869,-9.133043925,1,0.509986825,0.213384119,-0.402982898,0.001252359,0,,
340,164.4550542,345.617219,0.023735123,0.023735123,224.3764202,0.42006747,-7.066626376,-17.83847735,-17.85131582,-9.170930964,1,0.494548619,0.214971884,-0.395678599,9.28E-08,0,,
342,164.8994463,345.8536583,0.023234757,0.023234757,224.4754633,0.394527285,-7.087501064,-17.7694668,-17.78150708,-9.226627519,1,0.499334704,0.218062613,-0.410736923,4.21E-06,0,,
344,164.8115208,345.6457696,0.023234757,0.023234757,224.4685733,0.394521922,-7.087501064,-17.78297887,-17.79526443,-9.266104643,1,0.49434099,0.218543779,-0.417294339,7.84E-07,2,,
346,164.779765,345.5532095,0.023234757,0.023234757,224.465803,0.394519783,-7.087501064,-17.78794758,-17.80023313,-9.295415346,1,0.496197312,0.218713472,-0.420201721,2.47E-06,0,,
348,164.7664609,345.5138957,0.023234757,0.023234757,224.4646335,0.394518603,-7.087501064,-17.79002922,-17.80231478,-9.31761198,1,0.49627422,0.218775203,-0.418594456,2.64E-07,0,,
350,164.7606976,345.5336398,0.021298928,0.021298928,224.8577999,0.370167044,-7.138458268,-17.7919049,-17.80224262,-9.333927582,1,0.499215905,0.213966621,-0.476871942,2.64E-05,0,,
352,164.7594829,344.7777949,0.020993271,0.020993271,224.9043021,0.338133694,-7.146504143,-17.79224873,-17.8022789,-9.380102128,1,0.495283257,0.228720527,-0.504727911,7.82E-07,2,,
354,164.6490976,344.3911293,0.020993271,0.020993271,224.8919189,0.338130024,-7.146504143,-17.80952029,-17.81955046,-9.415130145,1,0.495106823,0.229443483,-0.513990933,1.95E-06,2,,
356,164.6076964,344.2578909,0.020993271,0.020993271,224.8875173,0.33812832,-7.146504143,-17.81599817,-17.82602834,-9.442328983,1,0.495613097,0.229717963,-0.51746029,4.50E-07,2,,
358,164.5910358,344.2078165,0.020993271,0.020993271,224.8858188,0.338127307,-7.146504143,-17.81860498,-17.82863516,-9.463682272,1,0.495349068,0.229812163,-0.518309835,1.10E-06,2,,
360,164.5836301,344.1952476,0.020563241,0.020563241,224.9942459,0.343679043,-6.995365177,-17.81996251,-17.82959514,-9.480523154,1,0.495982765,0.300954208,-0.027175215,1.30E-08,2,,
362,169.3466184,351.1566789,0.019641748,0.019641748,225.593214,0.372980125,-6.671495965,-17.09879806,-17.10728263,-9.337518241,1,0.52193167,0.216025768,0.041950002,0.000708963,0,,
364,170.3001147,352.1073921,0.019641748,0.019641748,225.6560046,0.373002625,-6.671495965,-16.95464023,-16.94307001,-9.218229321,0.980826096,0.494639397,0.207114469,0.043794708,2.51E-09,2,,
366,170.4275674,352.1322203,0.019641748,0.019641748,225.6619455,0.373011487,-6.671495965,-16.93537083,-16.9096538,-9.124985626,0.979433069,0.494773941,0.206216787,0.044142515,1.32E-09,2,,
368,170.4703698,352.140831,0.019641748,0.019641748,225.6639463,0.37301554,-6.671495965,-16.92889958,-16.89811067,-9.055387764,0.978934589,0.494821537,0.206022766,0.04279507,2.83E-09,2,,
370,170.4921119,352.1268238,0.020700858,0.020700858,222.912968,0.363220037,-6.783015494,-16.92511461,-16.90538586,-8.999169643,0.978666063,0.495098673,-0.019013231,-0.544867956,1.98E-09,2,,
372,153.4019227,341.3266818,0.02312168,0.02312168,215.8398086,0.308687876,-7.037917273,-19.59183428,-19.60442585,-9.184665621,1,0.493625668,0.239356224,-0.590746626,2.13E-08,2,,
374,152.8475763,340.6830142,0.02312168,0.02312168,215.809079,0.308667681,-7.037917273,-19.6816022,-19.69419378,-9.358161572,1,0.494026943,0.243882332,-0.612336294,3.39E-08,2,,
376,152.6912105,340.3159709,0.02312168,0.02312168,215.7974567,0.308658221,-7.037917273,-19.70692326,-19.71951484,-9.495289949,1,0.493992902,0.244557412,-0.624038098,3.86E-08,2,,
378,152.6124514,340.1176342,0.02312168,0.02312168,215.7913896,0.308652871,-7.037917273,-19.71967709,-19.73226866,-9.6042882,1,0.493756783,0.24486001,-0.628814825,5.69E-08,2,,
380,152.5700687,340.0343978,0.021935498,0.021935498,213.7125197,0.312933694,-7.083690544,-19.7271364,-19.73853582,-9.692311013,1,0.523865086,0.239070778,0.072166095,6.44E-06,2,,
382,152.5938502,350.607436,0.019563134,0.019563134,209.7926099,0.334355066,-7.175237088,-19.72447751,-19.29559266,-9.74969314,0.947569971,0.448295881,0.210741744,0.069492791,7.81E-08,2,,
384,152.8663961,350.5910381,0.019563134,0.019563134,209.8028566,0.334348584,-7.175237088,-19.68034286,-19.30623239,-9.769348626,0.951119586,0.482417161,0.206729255,0.069112344,2.00E-09,2,,
386,152.8304453,350.5816056,0.019563134,0.019563134,209.801252,0.334346443,-7.175237088,-19.68616454,-19.31844749,-9.78458478,0.951524476,0.486681786,0.206958765,0.068977777,2.95E-09,2,,
388,152.8166387,350.5781552,0.019563134,0.019563134,209.8006394,0.334345473,-7.175237088,-19.6884003,-19.32293628,-9.79675952,0.951691405,0.494500713,0.207057151,0.068528248,3.83E-11,2,,
390,152.8120895,350.5712132,0.019838372,0.019838372,209.2906533,0.335136724,-7.14121513,-19.68899949,-19.33125611,-9.806134101,0.951746886,0.494882063,0.092662831,0.063389137,2.90E-09,2,,
392,144.4671649,349.5767017,0.022865998,0.022865998,203.3980606,0.353322392,-6.766973593,-21.07518747,-20.78511166,-9.802676517,0.952516887,0.494805167,0.210370444,0.065260646,2.54E-10,2,,
394,144.6977676,349.6567299,0.022865998,0.022865998,203.4070023,0.353338698,-6.766973593,-21.03653803,-20.683928,-9.804635174,0.948318791,0.494408565,0.209058021,0.065963903,5.70E-11,2,,
396,144.777844,349.6771428,0.022865998,0.022865998,203.4099903,0.35334313,-6.766973593,-21.02311709,-20.6574819,-9.806063819,0.94743339,0.494978387,0.208501233,0.066138538,9.13E-12,2,,
398,144.7974897,349.682198,0.022865998,0.022865998,203.4107238,0.353344224,-6.766973593,-21.01982443,-20.65093649,-9.807128141,0.947206594,0.493964995,0.208373005,0.067620593,5.62E-13,2,,
400,144.8024988,349.7066545,0.02190088,0.02190088,203.9622034,0.347810523,-6.744353587,-21.01949117,-20.62183378,-9.807983968,0.947149901,0.495057717,0.244751614,0.083646679,1.50E-10,2,,
402,148.1287851,350.3284973,0.020185116,0.020185116,205.0771492,0.322591736,-6.704140244,-20.46289965,-19.78050126,-9.774319549,0.92915001,0.494608793,0.208183125,0.083471379,8.50E-10,2,,
404,148.2051719,350.3390531,0.020185116,0.020185116,205.0801649,0.322595255,-6.704140244,-20.45009708,-19.7653549,-9.745767308,0.928797304,0.494648752,0.207611762,0.083636571,7.89E-10,2,,
406,148.2254844,350.3438592,0.020185116,0.020185116,205.0810068,0.322596825,-6.704140244,-20.44669267,-19.75897159,-9.723257014,0.928550516,0.49462667,0.207511573,0.083718156,7.73E-10,2,,
408,148.234635,350.3461233,0.020185116,0.020185116,205.081388,0.322597682,-6.704140244,-20.44515901,-19.75597914,-9.705642044,0.928435012,0.494775444,0.207487422,0.084962167,7.14E-10,2,,
410,148.2399989,350.3661357,0.019224105,0.019224105,205.3394609,0.314133071,-6.700175898,-20.44468398,-19.73213382,-9.691163214,0.928364023,0.495049561,0.233848185,0.097927595,7.21E-10,2,,
412,150.448739,350.7997556,0.016020736,0.016020736,206.3114503,0.249234787,-6.686961413,-20.07590837,-19.13840146,-9.697329877,0.917405015,0.494765425,0.218291957,0.097500344,1.01E-09,2,,
414,150.4999806,350.8012732,0.016020736,0.016020736,206.3138339,0.249235278,-6.686961413,-20.06732018,-19.13458202,-9.70103179,0.917800042,0.494119485,0.217628743,0.097542325,5.96E-13,2,,
416,150.5052856,350.8024801,0.016020736,0.016020736,206.3141138,0.249235424,-6.686961413,-20.06643106,-19.1329522,-9.704101156,0.917755677,0.494767259,0.217577601,0.09755592,9.77E-10,2,,
418,150.5068556,350.8028775,0.016020736,0.016020736,206.3141979,0.249235447,-6.686961413,-20.06616792,-19.13242248,-9.706663459,0.917738776,0.494483135,0.217566273,0.0995698,1.07E-10,2,,
420,150.5071668,350.8335834,0.014003372,0.014003372,207.5349745,0.243114545,-6.508248624,-20.06683175,-19.09614148,-9.708821814,0.917736594,0.495249265,0.299249738,0.137859481,1.31E-12,2,,
422,156.5288978,352.0179984,0.013106766,0.013106766,208.4654366,0.231525101,-6.428820718,-19.08973986,-17.5062408,-9.621143516,0.866372879,0.495846249,0.207434825,0.136626428,2.43E-12,2,,
424,156.8895498,352.0518052,0.013106766,0.013106766,208.4870525,0.231535564,-6.428820718,-19.03133778,-17.45308899,-9.542925148,0.865441817,0.494259661,0.203953601,0.137436829,2.35E-08,2,,
426,157.0075699,352.0750715,0.013106766,0.013106766,208.494708,0.231540833,-6.428820718,-19.01222623,-17.42136524,-9.477087957,0.8642854,0.49507344,0.203106051,0.137921001,2.51E-10,2,,
428,157.0622953,352.0872172,0.013106766,0.013106766,208.4983233,0.231543763,-6.428820718,-19.00336429,-17.40505946,-9.421706123,0.8636683,0.495929232,0.20280061,0.139260613,3.57E-11,2,,
430,157.092392,352.10937,0.011769746,0.011769746,210.2028111,0.255968105,-6.574173681,-18.99886769,-17.37789118,-9.37404345,0.863323119,0.495975513,0.380902302,0.215764774,4.03E-12,2,,
432,169.3587234,354.1112429,0.010850544,0.010850544,212.3255221,0.31396256,-6.674103844,-17.09991435,-14.64890839,-9.168321845,0.759188746,0.494089286,0.14881706,0.205691936,4.07E-13,2,,
434,169.4846127,353.9919377,0.010850544,0.010850544,212.3253496,0.313959306,-6.674103844,-17.0808813,-14.7832359,-8.99715771,0.765555905,0.495057036,0.147106531,0.204278991,2.11E-06,2,,
436,169.4713815,353.9740084,0.010850544,0.010850544,212.3232124,0.31396114,-6.674103844,-17.08288172,-14.80449574,-8.861060952,0.766199985,0.494735965,0.147367781,0.204174528,3.94E-10,2,,
438,169.4778497,353.9734017,0.010850544,0.010850544,212.323594,0.313964039,-6.674103844,-17.08190379,-14.80498361,-8.754094108,0.766095617,0.494935605,0.147508883,0.20341333,7.32E-11,2,,
440,169.4933563,353.9654792,0.0117569,0.0117569,212.6516922,0.317395478,-6.6883081,-17.07929443,-14.81372126,-8.667476367,0.765908424,0.494697483,0.088843896,0.134701599,5.71E-10,2,,
442,164.4002875,352.69548,0.015744866,0.015744866,213.81564,0.351015969,-6.750806827,-17.85064395,-16.45005736,-8.691589303,0.85607564,0.494956199,0.175693302,0.137111476,5.55E-13,2,,
444,164.3643813,352.699355,0.015744866,0.015744866,213.8141137,0.351011985,-6.750806827,-17.85626204,-16.44690874,-8.714505974,0.857091545,0.494964642,0.175792632,0.137111944,8.21E-13,2,,
446,164.3424589,352.6973602,0.015744866,0.015744866,213.8130271,0.35101041,-6.750806827,-17.85969215,-16.45006504,-8.73229282,0.857319064,0.494984924,0.175922095,0.137065098,5.36E-12,2,,
448,164.3342162,352.6959983,0.015744866,0.015744866,213.812598,0.351009658,-6.750806827,-17.86098185,-16.45196428,-8.745816544,0.857405822,0.494754673,0.175956241,0.13559373,2.66E-13,2,,
450,164.3301027,352.6767385,0.016929201,0.016929201,214.9382208,0.343756568,-6.80910364,-17.86115162,-16.47467102,-8.75663649,0.857453548,0.489477916,0.118018532,0.033084444,1.34E-10,2,,
452,158.8725671,350.760838,0.019429465,0.019429465,217.0497223,0.305916289,-6.93217469,-18.71407039,-18.72266247,-8.93639155,0.997987577,0.49498949,0.225020294,0.028888329,1.08E-11,2,,
454,158.7160936,350.6744456,0.019429465,0.019429465,217.041296,0.305904147,-6.93217469,-18.73855318,-18.74714525,-9.085751842,1,0.497524004,0.225684169,0.018909437,4.49E-06,0,,
456,158.6318859,350.5276348,0.019429465,0.019429465,217.0344563,0.305897659,-6.93217469,-18.75172883,-18.76032091,-9.204447513,1,0.496811659,0.225925282,0.010859183,3.25E-06,0,,
458,158.5791014,350.4112227,0.019429465,0.019429465,217.0296097,0.305893593,-6.93217469,-18.75998781,-18.76857988,-9.29948632,1,0.497142347,0.226079733,0.005590308,3.90E-06,0,,
460,158.5457895,350.3324116,0.019597149,0.019597149,217.7628328,0.306254815,-6.966069283,-18.76512279,-18.77386929,-9.375685261,1,0.496066939,0.30648369,-0.402315998,4.89E-07,2,,
462,163.2068458,345.411341,0.021050418,0.021050418,224.2411265,0.312948933,-7.259822419,-18.03515644,-18.04524126,-9.474216824,1,0.489499998,0.232847205,-0.650295718,1.70E-06,2,,
464,162.4484538,342.0182545,0.021050418,0.021050418,224.1419214,0.312934257,-7.259822419,-18.15381905,-18.16390389,-9.537690923,1,0.495500531,0.238136255,-0.720549656,1.18E-06,2,,
466,162.1522173,340.9670738,0.021050418,0.021050418,224.1087877,0.312928479,-7.259822419,-18.20017,-18.21025485,-9.588834599,1,0.495722804,0.240521754,-0.741461338,2.87E-07,2,,
468,162.0549314,340.6492331,0.021050418,0.021050418,224.0984642,0.31292574,-7.259822419,-18.21539195,-18.22547679,-9.630345692,1,0.495766994,0.241398615,-0.746285131,3.09E-07,2,,
470,162.0280845,340.5746314,0.020809518,0.020809518,223.2228474,0.315444914,-7.202283751,-18.21970476,-18.22956525,-9.663370373,1,0.526494376,0.227985184,-0.297737379,3.34E-06,2,,
472,161.2912286,346.6126385,0.019886068,0.019886068,219.9813796,0.337265731,-6.981718858,-18.33542771,-18.3444282,-9.617567194,1,0.58064842,0.222308692,-0.085020313,0.034245676,0,,
474,162.0163191,349.5350393,0.019886068,0.019886068,220.076273,0.337277491,-6.981718858,-18.22197566,-18.23097613,-9.58799008,1,0.494968177,0.221404666,-0.016350838,5.51E-06,2,,
476,162.2743229,350.4691429,0.019886068,0.019886068,220.1077588,0.337281628,-6.981718858,-18.18160681,-18.19060728,-9.563593362,1,0.494553307,0.219127363,0.000775711,3.80E-06,0,,
478,162.3398859,350.7058213,0.019886068,0.019886068,220.1157514,0.33728312,-6.981718858,-18.17134843,-18.1803489,-9.544552625,1,0.495319311,0.218637857,0.007425586,1.17E-06,2,,
480,162.3616136,350.7944621,0.018874404,0.018874404,221.4841501,0.346940524,-6.959270974,-18.16835658,-18.17654145,-9.529035342,1,0.500263186,0.462616008,0.120792185,2.78E-05,0,,
482,177.7868821,353.6621593,0.015550365,0.015550365,226.8454854,0.42001335,-6.885513641,-15.85206412,-14.89550312,-9.24669642,0.883822,0.495385554,0.170478678,0.114692568,2.23E-14,2,,
484,178.1360237,353.6448378,0.015550365,0.015550365,226.8616965,0.420027499,-6.885513641,-15.80105607,-14.90333078,-9.029486856,0.886519254,0.496162024,0.167503072,0.114669167,8.15E-08,2,,
486,178.1978057,353.6505761,0.015550365,0.015550365,226.8649032,0.42003582,-6.885513641,-15.79202999,-14.8945309,-8.870501957,0.886008329,0.495921544,0.167274216,0.114885346,6.03E-08,2,,
488,178.23051,353.6556849,0.015550365,0.015550365,226.8666807,0.420041485,-6.885513641,-15.78725203,-14.88747896,-8.754128208,0.885623445,0.495262745,0.167227738,0.113992319,6.36E-10,2,,
490,178.2532482,353.6481611,0.016438226,0.016438226,226.7467827,0.415886996,-6.989182387,-15.78361084,-14.89544249,-8.665913978,0.885346667,0.495006313,0.097544729,0.055583886,3.70E-11,2,,
492,172.1756819,352.4357914,0.018302734,0.018302734,226.1965868,0.394304915,-7.206886752,-16.67163417,-16.49203609,-8.774264468,0.964320021,0.780301648,0.19352717,0.05586859,3.88E-06,2,,
494,171.8628906,352.3868032,0.018302734,0.018302734,226.1815367,0.394288053,-7.206886752,-16.71892467,-16.56083733,-8.859252907,0.96697016,0.771417141,0.19457971,0.055296141,3.09E-06,2,,
496,171.7827966,352.3723398,0.018302734,0.018302734,226.1776269,0.394282186,-7.206886752,-16.73103399,-16.58065992,-8.922976516,0.967821686,0.771766799,0.194822175,0.055084661,3.11E-06,2,,
