Time,pressure,h_ref_out,m_ref_in,m_ref_out,h_ref_in,m_cool,T_cool_in,T_ref_in,T_ref_out,T_cool_out,z_tpsh,gamma,eps_tp,eps_sh,fval,ef
206,161.109451482035,350.272978336669,0.0250248192102635,0.0250248192102635,219.154529373816,0.499998427895649,-7.57075978392254,-18.3612444479108,-18.3754953643029,-9.71203411468206,1,0.494750084157089,0.193571955267125,-0.0137603870661263,2.57643128588039e-08,0
208,161.124872129212,350.380439632396,0.0250248192102635,0.0250248192102635,219.156617906796,0.499998778312494,-7.57075978392202,-18.3588316401483,-18.3730825558155,-9.70216050725453,1,0.494621601939043,0.193473758540153,-0.0110258794396218,6.74278480564212e-08,0
210,161.127426215257,350.415370984786,0.0237462843612493,0.0237462843612493,214.442922380041,0.499999165355267,-7.56690145786068,-18.3591296945057,-18.3719852458248,-9.69548583149538,1,0.49748662681705,0.138254120772778,0.0815890349185584,1.4450055273926e-06,0
212,156.586205252539,351.118038843977,0.0229472000806155,0.0229472000806155,211.353458864022,0.499997037659023,-7.56449000407157,-19.0762829966003,-18.5587563254613,-9.6765838260322,0.925666588290045,0.751887255373515,0.175135085712456,0.0820717791699784,1.75686347585627e-06,2
214,156.539044676412,351.118081658921,0.0229472000806155,0.0229472000806155,211.351834391523,0.49999809898535,-7.56449000407078,-19.0839199319531,-18.5605000981209,-9.66188130950212,0.92471815884627,0.495420234485239,0.175371039781736,0.0820192228526184,4.71406341472112e-09,2
216,156.544034185985,351.118143929274,0.0229472000806155,0.0229472000806155,211.352007373185,0.499998708160714,-7.56449000407028,-19.0831119570819,-18.5602376140765,-9.6516746590911,0.924708088886572,0.755559395669339,0.175357806388264,0.0820906400634518,6.72355635986248e-06,2
218,156.545530924426,351.118550266531,0.0229472000806155,0.0229472000806155,211.352065662448,0.499999118185191,-7.56449000406986,-19.0828695831614,-18.5597049763505,-9.64444335836233,0.924674455993915,0.752561335317149,0.175365609396466,0.0851169120200401,7.28762889645143e-06,2
220,156.546645465405,351.158549806702,0.0210638250289446,0.0210638250289446,214.104198267446,0.49999939030681,-7.80135652493862,-19.0836576700584,-18.5126019264599,-9.63958149435109,0.924654707115746,0.553962969805253,0.208455270212087,0.0914363615853263,5.90120928319517e-07,2
222,161.291203243232,351.694305876826,0.0207362815416975,0.0207362815416975,214.774971709086,0.500013786112503,-7.84255070248171,-18.3350388155373,-17.7294262110725,-9.65289662318248,0.918312535442167,0.494702541995769,0.169232154275347,0.0895373440254195,1.25940847124316e-10,2
224,161.158176821672,351.655193019353,0.0207362815416975,0.0207362815416975,214.769149981376,0.500002707102498,-7.84255070248214,-18.355852937338,-17.7795483386531,-9.65999715054215,0.92054786445604,0.49485905935682,0.170052879432373,0.0893101009708145,1.54496228293745e-09,2
226,161.129933198894,351.649568650328,0.0207362815416975,0.0207362815416975,214.767968756753,0.500000813808819,-7.84255070248237,-18.3602721061473,-17.7870590720305,-9.66498666737857,0.920778261185265,0.494827642041156,0.170252364561383,0.0892795952108191,5.59181046430817e-11,2
228,161.126124096109,351.648771594224,0.0207362815416975,0.0207362815416975,214.767808644677,0.500000433536203,-7.84255070248256,-18.3608681015076,-17.788116895459,-9.66839099990987,0.920818207953405,0.494885063857358,0.17027901365149,0.089197779032469,1.54193040625625e-11,2
230,161.125594552982,351.647722679029,0.0207836523162678,0.0207836523162678,214.838365312923,0.499729803768002,-7.8433304010527,-18.3609278693215,-17.7893639503849,-9.67092074178003,0.92082738441662,0.493963485854651,0.165599722997854,0.0554943868593628,1.00077430999989e-10,2
232,160.677221441853,351.18896396753,0.0221100340042356,0.0221100340042356,216.790041511761,0.484319170670359,-7.86516196102202,-18.430436593335,-18.3400012161272,-9.72110112593339,0.965385528530734,0.56186950364033,0.183404848888886,0.0555504594940537,4.36485602500755e-08,2
234,160.654713545464,351.185568953754,0.0221100340042356,0.0221100340042356,216.789141834928,0.484316341778049,-7.86516196102411,-18.4339583154704,-18.3447091495165,-9.7573656708986,0.965689771130454,0.558617154677734,0.183494577235122,0.0554740904935427,3.35563159360693e-07,2
236,160.645980516647,351.183935450139,0.0221100340042356,0.0221100340042356,216.788786594093,0.484314818144073,-7.86516196102556,-18.4353247382105,-18.3469048692424,-9.7828905149196,0.965794801454125,0.569003792515113,0.183519040248192,0.0554302334105957,3.01485114212546e-08,2
238,160.642066691161,351.182833587134,0.0221100340042356,0.0221100340042356,216.788620758012,0.484313838406988,-7.86516196102654,-18.4359371191046,-18.348320662161,-9.80063050562103,0.96587659519585,0.572534212926493,0.183507362959141,0.0533950557028616,2.38032334348147e-08,2
240,160.638598990216,351.157475754407,0.0232663105284891,0.0232663105284891,218.250099101779,0.488235230915838,-7.72155200991813,-18.4358676616311,-18.3781741755116,-9.81385738601205,0.965921759506119,0.495066752934865,0.203142163205011,0.0266371215768711,3.6295409371876e-09,2
242,162.008097336587,350.983099786975,0.0244225870527426,0.0244225870527426,219.759381563701,0.499980304662472,-7.57794205879821,-18.2209756001995,-18.2345490341465,-9.7594623195111,0.999750609458389,0.495099085567791,0.193141701286595,0.0274452524978787,2.72596468437473e-13,2
244,162.200622327307,351.01901974057,0.0244225870527426,0.0244225870527426,219.766887748753,0.499993506474492,-7.57794205879622,-18.1908519705297,-18.2044254048598,-9.72231116392933,0.99800923377681,0.495056209341266,0.191819714413978,0.0276585287788606,5.41849334412307e-13,2
246,162.235627495358,351.025506615661,0.0244225870527426,0.0244225870527426,219.768250583107,0.499996597113028,-7.57794205879482,-18.1853748492764,-18.1989482836718,-9.69643706195097,0.997697793192393,0.494653524106302,0.191599911182351,0.0277165333893377,3.06785877889372e-09,2
248,162.243642685854,351.027141254976,0.0244225870527426,0.0244225870527426,219.768564833018,0.499997776246721,-7.5779420587939,-18.1841207438862,-18.1976941782808,-9.67881257257706,0.997609174074757,0.494935305883302,0.19157092503794,0.029534558712278,5.38942761853928e-12,2
250,162.246818158828,351.050000384482,0.0233282696726201,0.0233282696726201,221.291315744818,0.495388909553279,-7.47402849448364,-18.1841849953868,-18.1966362192004,-9.66577951609346,0.997559824464228,0.494635104498557,0.286831607130261,0.0552107577284663,1.05751803779153e-12,2
252,170.736871270187,352.248220727794,0.0206532716323205,0.0206532716323205,225.389853312976,0.468204191823513,-7.220017559512,-16.8881595786987,-16.7639056633482,-9.48447923401699,0.965627257380188,0.493576058113074,0.188152244266561,0.0545682997750746,9.12774834472867e-12,2
254,171.093686739065,352.293913123349,0.0206532716323205,0.0206532716323205,225.405260504299,0.468225167850115,-7.22001755950395,-16.8342131216648,-16.6977574513194,-9.35266118034229,0.964150896095028,0.493329901322991,0.185477618538241,0.0550580594777173,7.74007605765753e-13,2
256,171.163339423199,352.306546199849,0.0206532716323205,0.0206532716323205,225.408345425137,0.468232606039488,-7.22001755949824,-16.8236824249446,-16.6805178639025,-9.25915986416526,0.963408612878257,0.492896088833781,0.185105121248101,0.0552600024173398,1.38035799191147e-12,2
258,171.188510656234,352.311373884148,0.0206532716323205,0.0206532716323205,225.409465808566,0.468236579832094,-7.22001755949413,-16.8198768197003,-16.6739820443173,-9.19155728118218,0.963107158962028,0.49488100669063,0.185011902025377,0.0559605194264511,2.58280546499252e-09,2
260,171.200754974726,352.320558658823,0.0202370579041972,0.0202370579041972,225.534706917395,0.472208441481095,-7.24405837832474,-16.8182069704511,-16.6628287524583,-9.14416947713939,0.962941375861163,0.494845372791448,0.223576668873621,0.0841177907161169,2.47143633342154e-10,2
262,174.504691519259,352.948664654476,0.0189884167198271,0.0189884167198271,226.064995695404,0.499993948288918,-7.31618083480735,-16.3303164944215,-15.8278599442971,-9.06526341472537,0.925495354847739,0.494532029148586,0.168963312808342,0.083697731859339,4.00971563259511e-13,2
264,174.464442448927,352.934151364175,0.0189884167198271,0.0189884167198271,226.062918094506,0.499993442163061,-7.31618083480431,-16.3361967065919,-15.8458894861417,-9.00853859693944,0.926127659482435,0.495005852081177,0.169336944673482,0.0836649687574155,4.06522822993761e-11,2
266,174.463812528585,352.933729008657,0.0189884167198271,0.0189884167198271,226.062880500839,0.499995096917339,-7.31618083480223,-16.3362887352065,-15.84639760102,-8.96948748451511,0.92607613351795,0.494746963072827,0.169410251465108,0.0837065625096825,8.16340929938353e-11,2
268,174.469285976374,352.934676376619,0.0189884167198271,0.0189884167198271,226.063136226778,0.499996537554605,-7.3161808348008,-16.3354890885605,-15.8451337475653,-8.94248642206708,0.926003342428607,0.494698984312701,0.169414122179406,0.079206387612706,1.74006883593683e-12,2
270,174.474371393495,352.887510368186,0.021849281641985,0.021849281641985,225.344588328674,0.484998682401655,-7.36076078298899,-16.3334443925003,-15.8998439902882,-8.92264122744173,0.925941499056013,0.4937854227752,0.0942875896830878,-0.28769355940267,1.20387036533533e-11,2
272,165.677692290144,347.518756478581,0.0238518870874956,0.0238518870874956,224.426858251259,0.449028326533749,-7.39196674675083,-17.6514854220462,-17.6639953921562,-9.06967232051059,1,0.494923632944598,0.204977229264418,-0.309134588879542,1.23176156431272e-08,2
274,165.526060821803,347.227992094617,0.0238518870874956,0.0238518870874956,224.416384688529,0.449019379981297,-7.39196674675865,-17.6744103817377,-17.6869203526952,-9.18738899045681,1,0.49483508074776,0.205891911659106,-0.317768125554615,2.22368481722582e-08,0
276,165.481058489166,347.111322608819,0.0238518870874956,0.0238518870874956,224.412787326484,0.449014475144763,-7.39196674676426,-17.6812142243631,-17.6937241957575,-9.27240896463117,1,0.494824912318472,0.206050218913011,-0.321662350623781,2.6441316165449e-08,0
278,165.459366885196,347.058352514447,0.0238518870874956,0.0238518870874956,224.411105984878,0.449011362562589,-7.39196674676823,-17.68449374904,-17.6970037206143,-9.33196844511876,1,0.494793615631899,0.206051857598414,-0.328534597082079,1.12255698367337e-08,0
280,165.445205606114,346.968940132088,0.0266066369573152,0.0266066369573152,224.02707046673,0.461108191128226,-7.29468698089086,-17.6850890780688,-17.7006904415016,-9.37699417936519,1,0.478505780696367,0.191318262697356,-0.536810899942667,0.000101334519424915,0
282,163.162809940293,343.767686647324,0.0271969405008479,0.0271969405008479,223.824556573156,0.478384765259408,-7.27384131675813,-18.0386732110235,-18.0555047275218,-9.39474811378793,1,0.494918656374805,0.210520133807498,-0.551695865842983,4.40671314614339e-08,2
284,163.186203979834,343.546120481871,0.0271969405008479,0.0271969405008479,223.822657415014,0.478388509111598,-7.27384131675915,-18.0350128363683,-18.0518443551251,-9.41259820437108,1,0.494192198569055,0.210357664345603,-0.553401033953928,2.27653436017658e-07,0
286,163.190164493851,343.523978048489,0.0271969405008479,0.0271969405008479,223.822525140746,0.478388622877721,-7.27384131675989,-18.0343931501642,-18.0512246691692,-9.42539292508193,1,0.494105229827853,0.21030702492731,-0.553560535724753,4.40175084420042e-09,2
288,163.189441153811,343.521534268217,0.0271969405008479,0.0271969405008479,223.822469359127,0.478388251333049,-7.27384131676041,-18.0345063283347,-18.0513378473513,-9.43445500354866,1,0.494279694282874,0.210295725251589,-0.552614064221896,2.3994015300902e-07,0
290,163.18782699985,343.533654030202,0.026524119191341,0.026524119191341,223.907664225357,0.481389682215648,-7.14241987646382,-18.0351566512348,-18.0511926451181,-9.44108693705935,1,0.611025614813401,0.251464650937294,-0.047390199525678,0.00625328469059543,0
292,167.907302654121,350.755433199093,0.0247747837866231,0.0247747837866231,224.412254046272,0.499955632952794,-6.80072413166916,-17.3139003243874,-17.3273968361741,-9.26264502592732,1,0.494925657788374,0.197506626014158,0.0314913598167922,3.75573675703548e-09,2
294,168.530455075582,351.778405684352,0.0247747837866231,0.0247747837866231,224.450753087821,0.499979711245046,-6.80072413166215,-17.219686744988,-17.233183243246,-9.13166312257948,0.986641860935541,0.494737969433711,0.192801654621826,0.0320151482988543,3.40469862712759e-11,2
296,168.605368506769,351.79276815028,0.0247747837866231,0.0247747837866231,224.453728007431,0.499987846689847,-6.80072413165717,-17.2083606829126,-17.2218571811833,-9.03859540462219,0.985854626687106,0.493989848836781,0.19242233348449,0.0322208410668265,1.1241823141137e-12,2
298,168.62944050776,351.797835743766,0.0247747837866231,0.0247747837866231,224.454690448116,0.49999182261733,-6.80072413165375,-17.204721269102,-17.2182177673382,-8.97452286515481,0.985549251765685,0.494880141325588,0.192363140230181,0.0298807071885288,6.21900223564308e-12,2
300,168.643258235188,351.770635486477,0.0261199026660603,0.0261199026660603,224.284210156108,0.499994474886047,-6.6642178687382,-17.2018366259187,-17.2169242428414,-8.92774752595066,0.985374018155109,0.582738171181973,0.162855876778758,-0.251199096363955,3.37413746806773e-06,2
302,164.974771184191,347.646618536843,0.029034326904841,0.029034326904841,223.742003998991,0.499971132411257,-6.3684542990886,-17.75474658827,-17.7733220298217,-8.83790268012205,1,0.494712997318366,0.207406524193188,-0.22795169053088,4.46661662169608e-08,0
304,165.22539831453,347.917034217108,0.029034326904841,0.029034326904841,223.753759945462,0.499990902602822,-6.36845429908588,-17.7168546052128,-17.7353896587503,-8.7871999776148,1,0.494912240966905,0.20602398191677,-0.217486700715884,7.33439283139143e-09,2
306,165.282109344573,348.070335260039,0.029034326904841,0.029034326904841,223.757429023308,0.49999533737243,-6.36845429908409,-17.7082805402618,-17.7268155932232,-8.75282474923533,1,0.494787334747069,0.205754071210109,-0.213571288646176,2.50467170715589e-08,0
308,165.298234700795,348.126783610813,0.029034326904841,0.029034326904841,223.758613426942,0.499997043631809,-6.36845429908285,-17.7058425692262,-17.7243776219198,-8.72857071444376,1,0.494364957140073,0.205689889039669,-0.212004892945176,1.87290719652617e-07,0
310,165.303515865219,348.149204129211,0.0286930359820187,0.0286930359820187,223.798206690236,0.499997942999695,-6.38088649368398,-17.7052497868097,-17.7233734998796,-8.71234107886949,1,0.497639328009766,0.24236139427536,0.0315308473306391,1.13383442240099e-06,0
312,168.65759817357,351.809024318725,0.0257920631380293,0.0257920631380293,224.304165907557,0.500000128864228,-6.48656014779965,-17.1998987405651,-17.2145260557548,-8.68556881911995,0.982644727629921,0.494662862030476,0.193757010506697,0.0313813547239671,9.38600337944767e-12,2
314,168.599588855087,351.796118023971,0.0257920631380293,0.0257920631380293,224.301895870945,0.499997204018746,-6.48656014779821,-17.2086690923417,-17.2232964074627,-8.6575442096736,0.983275475421753,0.494467478142148,0.194198778846043,0.0313449014125443,4.2127565376444e-13,2
316,168.594959645084,351.795158133605,0.0257920631380293,0.0257920631380293,224.301715660233,0.499997610497084,-6.48656014779718,-17.2093689764552,-17.2239962915612,-8.63818206571547,0.983309294535602,0.494939478925609,0.194267181102435,0.0313701270624776,5.58877615752662e-12,2
318,168.597497405415,351.795746611368,0.0257920631380293,0.0257920631380293,224.301815329564,0.499998278731965,-6.48656014779649,-17.2089852958506,-17.2236126109446,-8.62477544377006,0.983269123414763,0.494211073674049,0.194279645661895,0.0315498439191581,3.43056003332487e-13,2
320,168.600443676124,351.798326108923,0.0257023674601606,0.0257023674601606,224.314726664952,0.499998838991127,-6.60205555602928,-17.2085905324189,-17.223116488873,-8.6149882975449,0.98322841044489,0.494787613851952,0.190770475538712,0.0265415828338601,3.25530744779987e-10,2
322,168.173590497488,351.685875761048,0.0256126717822919,0.0256126717822919,224.310436616117,0.500017608145421,-6.71755096426584,-17.2731765750926,-17.2876011754131,-8.67562631365049,0.99111539240145,0.493137710203164,0.194104441980916,0.0259274693644564,1.19701230473082e-11,2
324,168.021135725943,351.658216289425,0.0256126717822919,0.0256126717822919,224.304508366315,0.500006661809925,-6.71755096426808,-17.2962260094781,-17.3106506094917,-8.71731908261282,0.992449337714018,0.474538583951338,0.195080828237403,0.0257156632742686,6.80368807837093e-10,2
326,167.991118927705,351.652326117423,0.0256126717822919,0.0256126717822919,224.303333988638,0.500003673631877,-6.71755096426962,-17.3007642093055,-17.3151888093052,-8.7463402572537,0.992763945689823,0.494652167374436,0.195266692147377,0.0256469270628848,1.89053428610827e-09,2
328,167.983690909723,351.650720190396,0.0256126717822919,0.0256126717822919,224.303041232303,0.500002423566516,-6.7175509642707,-17.301887241463,-17.316311841475,-8.76684116588289,0.992859672480169,0.492619806377416,0.195308173813057,0.025667402445526,1.38442296397946e-11,2
330,167.981620017975,351.650731729501,0.0255863502134995,0.0255863502134995,224.306790752264,0.496943784963043,-6.74443443202397,-17.3022150770221,-17.3166101966566,-8.78241019292578,0.992898734407164,0.579553443257769,0.165141996457726,-0.277184552720333,7.10243872084077e-07,2
332,164.950954169548,347.31733590546,0.0253362953099716,0.0253362953099716,224.168873579975,0.435815467738327,-6.99982737571145,-17.76055744734,-17.7748159197595,-8.91529519745589,1,0.523281602878705,0.209371340953448,-0.369914426053272,0.0193747551174004,0
334,164.596760914223,346.109055523852,0.0253362953099716,0.0253362953099716,224.138652006161,0.435799197780173,-6.9998273757183,-17.8154204061318,-17.8300281735181,-9.01254211750329,1,0.496955861646076,0.213157753948519,-0.395702188333267,7.9585236459447e-06,0
336,164.502498749958,345.747167323188,0.0253362953099716,0.0253362953099716,224.130064307085,0.435793592925963,-6.99982737572321,-17.8301692359663,-17.8447770052547,-9.08217392106259,1,0.494420287776096,0.213594363919489,-0.404500699274554,6.49265579535383e-06,0
338,164.469126136253,345.626824121075,0.0253362953099716,0.0253362953099716,224.127135246607,0.435790641051336,-6.99982737572677,-17.8353909175151,-17.8499986874088,-9.13304392472663,1,0.509986825116608,0.213384119484137,-0.402982898339941,0.00125235927608275,0
340,164.455054199001,345.617219045025,0.0237351234654941,0.0237351234654941,224.376420221238,0.420067470264409,-7.06662637639842,-17.8384773502951,-17.8513158161844,-9.17093096379515,1,0.494548619322174,0.214971883745552,-0.395678599497874,9.27595642721157e-08,0
342,164.899446261828,345.853658301387,0.0232347572640949,0.0232347572640949,224.4754633465,0.39452728539612,-7.08750106414449,-17.769466799721,-17.7815070797163,-9.22662751936757,1,0.499334703624471,0.218062612570399,-0.410736923425225,4.21178662008461e-06,0
344,164.811520822813,345.645769625361,0.0232347572640949,0.0232347572640949,224.468573255647,0.394521921940552,-7.08750106414786,-17.7829788717768,-17.7952644282991,-9.26610464336796,1,0.494340989503217,0.218543779468747,-0.417294339491439,7.84393512025806e-07,2
